Title,Success
Are female children more vulnerable to the long-term effects of maternal depression during pregnancy?,26.47
Choosing important health outcomes for comparative effectiveness research: An updated review and user survey,47.51
Monitoring of Greenhouse Gases in the Atmosphere-A Polish Perspective,1.71
"Disc herniations in astronauts: What causes them, and what does it tell us about herniation on earth?",26.85
"The identification and treatment of women with hyperglycaemia in pregnancy: An analysis of individual participant data, systematic reviews, meta-analyses and an economic evaluation",21.08
Structural and spectroscopic characterisation of the spin crossover in [Fe(abpt)2(NCS)2] polymorph A,6.74
"Effectiveness of regular weighing, weight target setting and feedback by community midwives within routine antenatal care in preventing excessive gestational weight gain: Randomised controlled trial",Journal Not Found
Electronic and optical properties of single crystal SnS2: An earth-abundant disulfide photocatalyst,73.11
Risk Factors and Incidence of Macular Edema after Cataract Surgery A Database Study of 81984 Eyes,87.64
The Biomedical Research Infrastructure Software as a Service Kit (BRISSKit): Technical description [version 1; referees: 1 approved with reservations],4.09
The XXL Survey: X. K -band luminosity - Weak-lensing mass relation for groups and clusters of galaxies,8.3
Safety of reduced antibiotic prescribing for self limiting respiratory tract infections in primary care: Cohort study using electronic health records,40.01
Should I stay or should I go? Climate change effects on the future of Neotropical savannah bats,Journal Not Found
The concept of sporadic cerebral small vessel disease: A road map on key definitions and current concepts,33.4
The XXL Survey: IV. Mass-temperature relation of the bright cluster sample,30.3
In vivo quantification of peroxisome tethering to chloroplasts in tobacco epidermal cells using optical tweezers1[OPEN],25.51
Maximal liquid bridges between horizontal cylinders,4.89
The XXL Survey: XIII. Baryon content of the bright cluster sample,17.3
"Transnational governance regimes in the Global South: Multinationals, states and NGOs as political actors",3.99
Tales from the crypt: Genome mining from fungarium specimens improves resolution of the mushroom tree of life,30.71
Modelling circumbinary protoplanetary disks: II. Gas disk feedback on planetesimal dynamical and collisional evolution in the circumbinary systems Kepler-16 and 34,8.3
Genomic architecture of phenotypic divergence between two hybridizing plant species along an elevational gradient,Journal Not Found
The XXL Survey: XI. ATCA 2.1 GHz continuum observations ?,9.3
The impact of injuries on health service resource use and costs in primary and secondary care in the English NHS,2.92
The XXL Survey: VIII. MUSE characterisation of intracluster light in a z ∼ 0.53 cluster of galaxies,8.3
"Insulin promotes Rip11 accumulation at the plasma membrane by inhibiting a dynamin- and PI3-kinase-dependent, but Akt-independent, internalisation event",5.41
The role of hippocampal NMDA receptors in long-term emotional responses following muscarinic receptor activation,6.51
"The second randomised evaluation of the effectiveness, cost-effectiveness and acceptability of computerised therapy (REEACT-2) trial: Does the provision of telephone support enhance the effectiveness of computer-delivered cognitive behaviour therapy? a randomised controlled trial",11.08
Structure of lipid multilayers: Via drop casting of aqueous liposome dispersions,16.31
Heterogeneous reaction of ClONO2 with TiO2 and SiO2 aerosol particles: Implications for stratospheric particle injection for climate engineering,11.94
Site Saturation Mutagenesis Applications on Candida methylica Formate Dehydrogenase,Journal Not Found
Investigation of bias in meta-analyses due to selective inclusion of trial effect estimates: Empirical study,10.09
DARS: A phase III randomised multicentre study of dysphagia- optimised intensitymodulated radiotherapy (Do-IMRT) versus standard intensity- modulated radiotherapy (S-IMRT) in head and neck cancer,21.99
"Volumetric, relaxometric and diffusometric correlates of psychotic experiences in a non-clinical sample of young adults",6.15
Is increased hepatitis C virus case-finding combined with current or 8-week to 12-week direct-acting antiviral therapy cost-effective in UK prisons? A prevention benefit analysis,31.41
Modulation of nasopharyngeal innate defenses by viral coinfection predisposes individuals to experimental pneumococcal carriage,26.13
Responder and health-related quality of life analyses in men with lower urinary tract symptoms treated with a fixed-dose combination of solifenacin and tamsulosin oral-controlled absorption system: Results from the NEPTUNE study,7.87
"Potential impact of pre-exposure prophylaxis for female sex workers and men who have sex with men in Bangalore, India: A mathematical modelling study: A",7.01
Palate anatomy and morphofunctional aspects of interpterygoid vacuities in temnospondyl cranial evolution,7.17
Development and Validation of a Questionnaire to Assess Multimorbidity in Primary Care: An Indian Experience,7.05
The evolution of olfactory gene families in Drosophila and the genomic basis of chemical-ecological adaptation in Drosophila suzukii,20.62
"The regulatory element READ1 epistatically influences reading and language, with both deleterious and protective alleles",15.96
"Exploring Redox States, Doping and Ordering of Electroactive Star-Shaped Oligo(aniline)s",9.4
Perinatal inhibition of NF-KappaB has long-term antihypertensive and renoprotective effects in fawn-hooded hypertensive rats,10.06
Prenatal and early life influences on epigenetic age in children: A study of mother-offspring pairs from two cohort studies,49.81
A radical rebound mechanism for the methane oxidation reaction promoted by the dicopper center of a pMMO enzyme: A computational perspective,15.43
The Peer Reviewers’ Openness Initiative: Incentivizing open research practices through peer review,Journal Not Found
The XXL Survey: VI. the 1000 brightest X-ray point sources,13.3
Comparative genomic analyses of the moraxella catarrhalis serosensitive and seroresistant lineages demonstrate their independent evolution,9.62
The TeaM (Therapeutic Mammaplasty) study: Protocol for a prospective multi-centre cohort study to evaluate the practice and outcomes of therapeutic mammaplasty,Journal Not Found
Witnessing entanglement by proxy,6.78
Self-organized three-dimensional nanostructured architectures in bulk GaN generated by spatial modulation of doping,11.32
ROBINS-I: A tool for assessing risk of bias in non-randomised studies of interventions,444.01
"Recommendations for a standard UK approach to incorporating umbilical cord blood into clinical transplantation practice: An update on cord blood unit selection, donor selection algorithms and conditioning protocols",19.93
Clinical and radiographic evaluation of a small-diameter dental implant used for the restoration of patients with permanent tooth agenesis (hypodontia) in the maxillary lateral incisor and mandibular incisor regions: A 36-month follow-up,8.84
Palaeoecology of Oligo-Miocene macropodoids determined from craniodental and calcaneal data,3.44
Comparative genome analysis of fusobacterium nucleatum,9.62
"Lipids, obesity and gallbladder disease in women: Insights from genetic studies using the cardiovascular gene-centric 50K SNP array",13.55
Genome-wide association study of copy number variation with lung function identifies a novel signal of association near BANP for forced vital capacity,4.17
Aristaless-Like Homeobox protein 1 (ALX1) variant associated with craniofacial structure and frontonasal dysplasia in Burmese cats,12.6
The TIGGE project and its achievements,53.04
Common Genetic Variants Influence Whorls in Fingerprint Patterns,10.19
Critical doping for the onset of fermi-surface reconstruction by charge-density-wave order in the cuprate superconductor La2-xSrxCuO4,27.97
A horizon scan of future threats and opportunities for pollinators and pollination,21.88
"Whole genome sequencing in cats, identifies new models for blindness in AIPL1 and somite segmentation in HES7",14.58
"Mercaptopurine versus placebo to prevent recurrence of Crohn's disease after surgical resection (TOPPIC): a multicentre, double-blind, randomised controlled trial",22.11
