Title,Total Abstract Length,Perc common English words,Perc common technical words,Perc keywords
The eruptive history and magmatic evolution of Aluto volcano: new insights into silicic peralkaline volcanism in the Ethiopian rift,264,30.68,12.12,57.2
Structural effects in UO2 thin films irradiated with fission-energy Xe ions,155,30.97,14.84,54.19
Type I interferon causes thrombotic microangiopathy by a dose-dependent toxic effect on the microvasculature,117,35.04,7.69,57.26
Data extraction for complex meta-analysis (DECiMAL) guide,239,34.31,12.97,52.72
A single high dose of dexamethasone affects the phosphorylation state of glutamate AMPA receptors in the human limbic system,155,40.65,9.03,50.32
Metabolic profiling of pregnancy: Cross-sectional and longitudinal evidence,221,41.63,17.19,41.18
The global methane budget 2000-2012,199,36.18,16.08,47.74
Search for lepton flavour violating decays of the Higgs boson to eτ and eμ in proton–proton collisions at s=8 TeV,147,40.82,17.69,41.5
 P.,254,37.4,15.35,47.24
Measurement of the ZZ production cross section and Z → ℓ+ℓ−ℓ′+ℓ′− branching fraction in pp collisions at s=13 TeV,224,38.39,11.16,50.45
 Aachen,145,33.1,22.07,44.83
Is High Blood Pressure Self-Protection for the Brain?,189,37.04,15.34,47.62
Adaptation of water resources systems to changing society and environment: a statement by the International Association of Hydrological Sciences,263,37.64,13.69,48.67
Inverse agonism at the P2Y12 receptor and ENT1 transporter blockade contribute to platelet inhibition by ticagrelor,59,40.68,13.56,45.76
Studies of inclusive four-jet production with two b -tagged jets in proton-proton collisions at 7 TeV STUDIES of INCLUSIVE FOUR-JET PRODUCTION with ⋯ V. KHACHATRYAN et al.,184,30.43,17.39,52.17
 III. Physikalisches Institut A,190,35.26,8.95,55.79
Low temperature magneto-morphological characterisation of coronene and the resolution of previously observed unexplained phenomena,120,44.17,17.5,38.33
Accurate quantification of apoptosis progression and toxicity using a dielectrophoretic approach,253,41.9,16.21,41.9
A central cavity within the holo-translocon suggests a mechanism for membrane protein insertion,242,34.71,12.4,52.89
"DNA methylation and substance-use risk: A prospective, genome-wide study spanning gestation to adolescence",291,34.36,14.78,50.86
Agonist-induced internalization and desensitization of the apelin receptor,215,29.77,13.95,56.28
The evolution of root-zone moisture capacities after deforestation: A step towards hydrological predictions under change?,257,38.52,16.34,45.14
Blood hsa-MIR-122-5p and hsa-MIR-885-5p levels associate with fatty liver and related lipoprotein metabolism - The Young Finns Study,314,30.57,17.52,51.91
Impact of gonadectomy on blood pressure regulation in ageing male and female rats,75,33.33,6.67,60
Modality and Contextuality in Topos Quantum Theory,339,35.69,18.88,45.43
"Carbon capture and storage, geomechanics and induced seismic activity",223,36.77,10.76,52.47
Just another Gibbs additive Modeler: Interfacing JAGS and mgcv,307,37.79,12.7,49.51
Combining Simulated and Experimental Data to Simulate Ultrasonic Array Data From Defects in Materials With High Structural Noise,270,39.63,15.19,45.19
Quantitative T1 and T2 MRI signal characteristics in the human brain: different patterns of MR contrasts in normal ageing,240,32.5,12.08,55.42
Morphing in nature and beyond: a review of natural and synthetic shape-changing materials and mechanisms,314,30.89,19.11,50
Inferring the 1985–2014 impact of mobile phone use on selected brain cancer subtypes using Bayesian structural time series and synthetic controls,282,34.04,16.67,49.29
A residential maintenance-free long-term activity monitoring system for healthcare applications,237,33.76,10.13,56.12
Childhood dietary patterns and cardiovascular risk factors in adolescence: Results from the Avon Longitudinal Study of Parents and Children (ALSPAC) cohort,291,34.36,15.12,50.52
Comparison of imputation variance estimators,314,31.53,12.42,56.05
Global recording rates for large eruptions,209,34.45,20.1,45.45
Can commonly prescribed drugs be repurposed for the prevention or treatment of Alzheimer's and other neurodegenerative diseases? Protocol for an observational cohort study in the UK Clinical Practice Research Datalink,197,34.52,19.29,46.19
A hidden Markov model for decoding and the analysis of replay in spike trains,254,40.94,22.05,37.01
Uncertainty modeling and visualization for tsunami hazard and risk mapping: a case study for the 2011 Tohoku earthquake,255,24.31,17.65,58.04
Causal inference-so much more than statistics,222,36.94,13.51,49.55
Exploring the Genetic Etiology of Trust in Adolescents: Combined Twin and DNA Analyses,448,37.05,17.41,45.54
Vahlen groups defined over commutative rings,298,32.89,19.13,47.99
Cross-over studies underestimate energy compensation: The example of sucrose-versus sucralose-containing drinks,286,33.57,15.73,50.7
The effect of sample preparation on uranium hydriding,249,34.94,14.86,50.2
"Human hypertension, sympathetic activity and the selfish brain",321,32.09,19.94,47.98
Triangulation in aetiological epidemiology,558,36.56,17.92,45.52
"Solidarity, justice, and recognition of the other",294,33.67,19.39,46.94
Finding covert fluid: methods for detecting volume overload in children on dialysis,267,27.72,15.73,56.55
Bone Mineral Density Is Positively Related to Carotid Intima-Media Thickness: Findings From a Population-Based Study in Adolescents and Premenopausal Women,196,34.69,18.37,46.94
Behavioural tasks sensitive to acute abstinence and predictive of smoking cessation success: a systematic review and meta-analysis,258,30.23,16.67,53.1
Mitigating inter-cluster interference on the uplink for a three-cell clustered cooperative network,150,29.33,29.33,41.33
Multicast Wi-Fi Raptor-enabled data carousel design: simulation and practical implementation,237,40.93,10.97,48.1
Exciting vibrations: the role of testing in an era of supercomputers and uncertainties,345,31.59,14.49,53.91
"Patient-reported outcomes in the ProtecT randomized trial of clinically localized prostate cancer treatments: study design, and baseline urinary, bowel and sexual function and quality of life",187,37.43,10.7,51.87
The CHRNA5–A3–B4 Gene Cluster and Smoking: From Discovery to Therapeutics,98,27.55,11.22,61.22
Directed assembly of defined oligomeric photosynthetic reaction centres through adaptation with programmable extra-membrane coiled-coil interfaces,354,27.68,16.1,56.21
Diagnostic and prognostic roles of echocardiography and cardiac magnetic resonance,288,35.76,11.81,52.43
Defining adolescent common mental disorders using electronic primary care data: A comparison with outcomes measured using the CIS-R,229,35.37,13.1,51.53
Early-Onset paternal smoking and offspring adiposity: Further investigation of a potential intergenerational effect using the HUNT study,213,29.58,16.9,53.52
"Beta cell function and ongoing autoimmunity in long-standing, childhood onset type 1 diabetes",253,34.39,20.95,44.66
Design and implementation of the AIRWAYS-2 trial: A multi-centre cluster randomised controlled trial of the clinical and cost effectiveness of the i-gel supraglottic airway device versus tracheal intubation in the initial airway management of out of hospital cardiac arrest,207,34.78,17.87,47.34
Connecting biology with psychology to make sense of appetite control,96,30.21,19.79,50
On Pólya’s Inequality for Torsional Rigidity and First Dirichlet Eigenvalue,257,41.63,8.56,49.81
Moments of zeta and correlations of divisor-sums: IV,151,39.07,9.27,51.66
Real-time fluorescence measurements of ROS and [Ca2+] in ischemic/reperfused rat hearts: Detectable increases occur only after mitochondrial pore opening and are attenuated by ischemic preconditioning,141,29.79,14.89,55.32
Exploring the influence of micro-structure on the mechanical properties and crack bridging mechanisms of fibrous tufts,292,36.3,17.12,46.58
The tale wagged by the DAG: Broadening the scope of causal inference and explanation for epidemiology,80,33.75,11.25,55
Nonprotonophoric Electrogenic Cl− Transport Mediated by Valinomycin-like Carriers,219,33.79,13.7,52.51
On the errors involved in ice-thickness estimates III: Error in volume,137,37.96,8.76,53.28
On the errors involved in ice-thickness estimates I: Ground-penetrating radar measurement errors,149,24.16,10.74,65.1
Hybrid specimens eliminating stress concentrations in tensile and compressive testing of unidirectional composites,149,33.56,16.11,50.34
Greenland melt and the Atlantic meridional overturning circulation,355,36.34,25.07,38.59
"Water availability and agricultural demand: An assessment framework using global datasets in a data scarce catchment, Rokel-Seli River, Sierra Leone",255,36.86,10.59,52.55
Macro-and micronutrient intakes in picky eaters: A cause for concern?1-3,208,29.33,14.42,56.25
"Investigating the prostate specific antigen, body mass index and age relationship: is an age–BMI-adjusted PSA model clinically useful?",196,38.78,15.31,45.92
"Mapping and measuring lava volumes from 2002 to 2009 at El Reventador Volcano, Ecuador, from field measurements and satellite remote sensing",142,28.87,12.68,58.45
Bayesian change-point analysis reveals developmental change in a classic theory of mind task,140,43.57,13.57,42.86
The control of alternative splicing by SRSF1 in myelinated afferents contributes to the development of neuropathic pain,290,36.9,14.48,48.62
Atrial Heterogeneity Generates Re-entrant Substrate during Atrial Fibrillation and Anti-arrhythmic Drug Action: Mechanistic Insights from Canine Atrial Models,286,39.51,14.69,45.8
A hydro-geophysical simulator for fluid and mechanical processes in volcanic areas,351,37.89,18.23,43.87
On the mechanism of ubiquinone mediated photocurrent generation by a reaction center based photocathode,349,37.82,17.48,44.7
Appropriate inclusion of interactions was needed to avoid bias in multiple imputation,199,38.19,10.55,51.26
A threshold analysis assessed the credibility of conclusions from network meta-analysis,399,33.58,16.54,49.87
Paying for Performance to Improve the Delivery and Uptake of Family Planning in Low and Middle Income Countries: A Systematic Review,207,37.68,17.87,44.44
Tbx5 Buffers Inherent Left/Right Asymmetry Ensuring Symmetric Forelimb Formation,355,30.42,16.34,53.24
X-ray diffraction evidence for low force actin-attached and rigor-like cross-bridges in the contractile cycle,258,36.82,13.18,50
Systematic review and meta-analysis of effects of community-delivered positive youth development interventions on violence outcomes,288,38.19,12.5,49.31
Assessing the suitability of summary data for two-sample mendelian randomization analyses using MR-Egger regression: The role of the I 2 statistic,287,27.53,14.29,58.19
Methodological challenges in studying the causal determinants of child growth,326,42.02,13.5,44.48
Changes in intraocular pressure in study and fellow eyes in the IVAN trial,439,37.13,15.49,47.38
Functional analysis of Agaricus bisporus serine proteinase 1 reveals roles in utilization of humic rich substrates and adaptation to the leaf-litter ecological niche,229,34.5,17.03,48.47
